lang-id	latitude	longitude
gla 	 56.75735 	 -5.24366
akq 	 -3.57026 	 141.78374
akp 	 7.23811 	 0.44362
akw 	 -0.39897 	 15.46226
quc 	 14.52777 	 -91.16965
aku 	 6.85716 	 9.96260
glg 	 42.24457 	 -7.53429
akk 	  	 
akj 	 13.15249 	 92.95043
aki 	 -5.13467 	 144.76523
bwc 	 -8.30410 	 29.40709
ako 	 3.19607 	 -55.62940
wdu 	 -23.80289 	 147.42089
akm 	 12.36294 	 92.80108
akl 	 11.55432 	 122.35413
akc 	 -0.74890 	 133.16598
akb 	 1.66127 	 99.60248
aka 	 6.34756 	 -1.33254
gnm 	 -10.02977 	 149.69988
akg 	 -9.63425 	 119.60465
glu 	 10.30493 	 19.21821
ake 	 6.16277 	 -60.86199
glw 	 11.13336 	 13.86524
bwf 	 -9.44763 	 150.69337
bry 	 -4.03527 	 143.01497
brx 	 26.72546 	 89.33324
brw 	 12.58518 	 76.10249
brv 	 16.49057 	 104.75429
bru 	 17.13105 	 105.67136
bwg 	 -17.67502 	 33.45344
brs 	 -1.56670 	 119.34186
brr 	 -9.73716 	 160.52035
brq 	 -4.73271 	 144.70718
brp 	 -2.28732 	 137.05360
bro 	 27.65436 	 90.64796
bwh 	 6.67251 	 9.79396
brm 	 3.34642 	 26.86102
brl 	 -22.17000 	 28.33000
brk 	 12.50000 	 24.83000
brj 	 -16.78672 	 168.23249
bri 	 4.24178 	 9.23887
brh 	 28.53470 	 64.29906
brg 	 -13.12775 	 -64.18381
brf 	 1.50054 	 30.02932
bre 	 48.24523 	 -3.78934
brd 	 28.37675 	 85.05843
brc 	 5.38290 	 -58.00024
brb 	 14.59942 	 107.00836
bra 	 26.47580 	 78.08125
qum 	 15.23054 	 -91.70410
qul 	 -14.40136 	 -68.78939
qun 	 47.42140 	 -124.16024
tmn 	 1.00003 	 112.97535
nka 	 -14.85131 	 24.76494
nkb 	 24.20405 	 94.13453
nkc 	 5.33848 	 9.80096
nkd 	 25.28569 	 94.21409
nke 	 -7.97768 	 157.06392
nkg 	 -5.64364 	 146.25283
nkh 	 25.70775 	 94.31138
nki 	 25.34725 	 93.83959
nkj 	 -5.19377 	 140.51225
nkk 	 -14.89743 	 166.60265
nkm 	 -8.82700 	 141.64056
nkn 	 -13.36882 	 19.04755
nko 	 7.20316 	 0.32090
nkp 	 -15.96596 	 -173.74249
nkr 	 3.83000 	 155.00000
nks 	 -4.89854 	 138.40469
nkt 	  	 
nku 	 8.46011 	 -2.74627
nkv 	  	 
nkw 	 -3.67432 	 22.68021
nkx 	 4.57641 	 7.45802
nkz 	 5.43898 	 7.76345
ert 	 -2.71182 	 138.05252
tnt 	 1.24813 	 124.65429
tnw 	 1.05390 	 124.65160
erw 	 -2.83746 	 132.70480
tnq 	 18.28360 	 -66.80420
tnp 	 -19.50195 	 169.38113
tns 	 -2.71805 	 150.92336
ers 	 29.28674 	 102.21339
duo 	 17.37477 	 122.18812
tny 	 -6.43051 	 30.08074
tnx 	 -11.68000 	 166.97000
tnz 	 6.88138 	 100.10218
tne 	 16.78986 	 120.99378
tnd 	 6.54198 	 -71.92117
tng 	 9.82890 	 16.20899
erg 	 -18.81812 	 169.16608
tna 	 -13.39249 	 -68.04056
era 	  	 
tnc 	 -0.59023 	 -70.38531
tnb 	 6.90704 	 -72.65068
tnm 	 -2.45368 	 140.39629
tnl 	 -19.47630 	 169.26061
tno 	 -13.30281 	 -67.39312
ero 	 31.10258 	 101.72000
tni 	 -2.84228 	 134.53168
eri 	 -5.37766 	 145.71017
tnk 	 -19.59545 	 169.44199
erk 	 -17.70063 	 168.37659
NOCODE_Sydney 	 -33.52926 	 150.34905
slj 	 1.74782 	 -56.51070
uar 	 -7.94866 	 145.73197
mpd 	 -10.48043 	 -69.76828
NOCODE_Urupa 	 -10.25000 	 -62.75000
mpe 	 7.68430 	 35.02277
uan 	 18.07692 	 105.31038
szl 	  	 
mpo 	 -5.88037 	 149.55656
ena 	 -5.17270 	 145.02281
enb 	 1.15018 	 35.58662
enc 	 22.83859 	 106.16670
end 	 -8.70998 	 121.55456
enf 	 69.98287 	 88.21210
eng 	 53.00000 	 -1.00000
enh 	 70.16258 	 83.74050
enm 	  	 
enn 	 5.11931 	 6.37339
eno 	 -5.38846 	 102.24509
mpn 	 -5.54613 	 146.13772
enr 	 -3.74242 	 140.90347
NOCODE_Old-Malay 	  	 
nru 	 27.80000 	 100.90000
enu 	 22.95000 	 101.85000
env 	 7.15316 	 6.07393
enw 	 4.68739 	 8.20974
sse 	 6.23144 	 119.29971
mpl 	 -6.81404 	 146.32061
lal 	 -1.11711 	 23.36337
lam 	 -12.33659 	 27.90262
lan 	 10.57564 	 4.43514
lao 	 16.07262 	 104.56848
lai 	 -9.49372 	 33.15852
laj 	 2.13867 	 33.05527
lak 	 9.14965 	 11.22801
lad 	 41.20503 	 28.66325
lae 	 32.69631 	 76.59663
laf 	 10.33565 	 30.73307
lag 	 -4.71413 	 35.95174
laa 	 7.53449 	 123.13047
lac 	 17.02093 	 -91.42348
NOCODE_Ngkot 	 -35.24606 	 140.34292
lax 	 26.06675 	 92.25834
laz 	 -6.72266 	 146.99139
lat 	 41.90264 	 12.45021
lau 	 1.66675 	 127.58349
lav 	 56.82611 	 24.30912
law 	 0.50708 	 120.26199
lap 	 7.78996 	 16.01934
laq 	 23.23836 	 104.81184
lar 	 5.93670 	 -0.07822
las 	 8.66954 	 0.83329
mpv 	 -6.46208 	 146.74694
mpw 	 1.91450 	 -59.61550
fah 	 7.38023 	 10.76837
mpu 	 -11.87014 	 -64.32007
mpr 	 -8.66826 	 157.99717
mps 	 -6.65765 	 144.51071
zea 	 51.49809 	 3.85428
zeg 	 -6.93858 	 146.54567
zeh 	 23.68182 	 107.18368
NOCODE_Theen 	  	 
zen 	 16.81997 	 -16.17106
NOCODE_Yaruma 	 -11.63330 	 -52.80000
NOCODE_Jupua 	 0.24829 	 -72.13989
piz 	 -20.78239 	 164.94166
cll 	 8.00089 	 0.50896
clm 	 48.07068 	 -123.51150
clo 	 15.94974 	 -95.68757
clh 	 35.24943 	 73.33440
cli 	 9.83446 	 -1.90181
clk 	 29.44725 	 95.64716
cld 	 37.09724 	 43.50269
cle 	 17.31625 	 -95.92651
iml 	 43.32151 	 -124.25817
imo 	 -6.13629 	 144.02573
clc 	 51.98952 	 -123.24458
imr 	 -7.96772 	 129.65091
cly 	 16.24374 	 -97.15261
clt 	  	 
clu 	 12.04893 	 121.38425
clw 	 54.32087 	 89.55414
pbu 	 34.00000 	 71.33000
pbt 	 37.17000 	 68.25000
NOCODE_Wayumara 	 3.13311 	 -61.21078
pgk 	 -16.29344 	 167.65074
mrl 	 7.35087 	 151.61718
pjt 	 -26.97044 	 131.35737
hye 	 40.00000 	 45.00000
ssc 	 -0.95719 	 34.10330
xgb 	 8.02086 	 -2.81121
xga 	  	 
xgu 	  	 
gom 	 15.27325 	 74.20979
gol 	 7.06194 	 -10.81375
wgg 	 -25.81485 	 135.94079
goi 	 -6.48678 	 142.20124
goh 	  	 
NOCODE_Kabikabi 	 -25.44486 	 153.15399
goe 	 27.06603 	 91.16861
god 	 5.39440 	 -5.82696
wgo 	 -0.17957 	 130.91683
gof 	 6.57645 	 37.13808
goa 	 7.34954 	 -6.31154
aju 	 33.50000 	 -7.50000
goc 	 -6.85564 	 146.57940
gob 	 6.90948 	 -71.00362
wgu 	  	 
aji 	 -21.30289 	 165.46767
wgw 	 -10.41792 	 150.37814
pbf 	 18.38139 	 -97.62584
goy 	 9.46683 	 16.25498
gox 	 5.01201 	 20.01943
goz 	 36.41331 	 50.69871
gou 	 10.56029 	 13.81878
got 	 46.93040 	 29.97861
gow 	 -4.23575 	 35.79962
wgy 	 -18.54681 	 146.17863
gop 	 -3.01713 	 134.65553
gos 	 53.28422 	 6.69800
gor 	 0.62689 	 122.28765
nty 	 23.18287 	 105.40476
ntz 	 33.45931 	 51.95383
ntp 	 26.43476 	 -107.37932
ntr 	 7.90996 	 0.59728
ntu 	 -10.67714 	 165.83507
bgx 	 41.17055 	 24.44567
ntw 	 36.72000 	 -77.11500
nti 	 10.71760 	 -5.19517
NOCODE_Tunisian-Zuwara 	 32.86386 	 11.29962
ntk 	 -1.94989 	 34.53614
ntj 	 -25.75137 	 127.60204
ntm 	 10.51908 	 1.21879
kiu 	 39.16361 	 39.40036
nto 	 -1.99062 	 18.26501
nte 	 -16.09729 	 39.90620
NOCODE_Tep 	 6.67572 	 11.11736
NOCODE_Northern-Inland-Yuin 	 -34.85000 	 149.10000
mvp 	 -3.37081 	 119.87095
mvq 	 -4.62246 	 145.45828
mvr 	 -1.66738 	 135.79705
mvs 	 -1.74679 	 138.29420
mvt 	 -15.89880 	 167.23242
mvu 	 13.15680 	 20.78818
mvv 	 4.42908 	 116.17655
mvw 	 -9.37101 	 39.42681
mvx 	 -2.07828 	 134.37813
mvy 	 35.33886 	 73.01540
mvz 	 8.10617 	 38.33863
bgy 	 -3.13924 	 130.09068
mva 	 -4.07921 	 145.03346
mvb 	 40.43208 	 -122.86327
jko 	 -5.92584 	 142.18292
mvd 	 -9.42302 	 119.54972
mve 	 28.32418 	 71.56714
mvf 	 42.42082 	 110.15714
mvg 	 17.28319 	 -97.42845
mvh 	 9.69132 	 16.99325
mvi 	 24.75642 	 125.36309
mvk 	 -4.47017 	 143.75002
mvl 	 -24.46000 	 136.64100
mvm 	 29.82257 	 102.20549
mvn 	 -9.59922 	 150.50133
mvo 	 -8.37943 	 157.74689
nhe 	 21.06392 	 -97.90768
nhd 	 -25.65214 	 -55.05099
nhg 	 18.88539 	 -98.89301
nhf 	 -21.38154 	 115.74542
nha 	 -27.42524 	 114.26804
nhc 	 17.93715 	 -93.56883
nhb 	 7.78122 	 -4.23539
nhm 	 18.91614 	 -99.13219
bgz 	 -1.58305 	 123.17079
nho 	 -4.79852 	 157.07811
nhn 	 19.12485 	 -98.30017
nhi 	 20.05807 	 -97.89742
nhh 	 20.41180 	 81.97747
nhk 	 17.94005 	 -94.73466
nhu 	 6.37256 	 10.57067
nht 	 16.77857 	 -98.42704
nhw 	 21.37110 	 -98.77114
nhv 	 19.32823 	 -99.79677
nhq 	 18.89894 	 -96.95374
nhp 	 18.25132 	 -94.66470
nhr 	 -22.09390 	 20.74580
nhy 	 18.18843 	 -96.97483
nhx 	 18.20000 	 -94.75472
nhz 	 18.62860 	 -97.70091
toz 	 7.25936 	 15.28192
tox 	 7.03081 	 134.26330
toy 	 -2.06702 	 119.31384
tor 	 6.35815 	 22.73616
tos 	 20.37979 	 -97.61589
top 	 20.56709 	 -97.25539
toq 	 5.15904 	 34.21591
tov 	 36.59976 	 48.73009
tow 	 35.59942 	 -106.76620
NOCODE_Yirandhali 	 -20.65810 	 143.96259
toj 	 16.25715 	 -91.78248
toh 	 -23.79642 	 35.15768
toi 	 -17.42233 	 27.10350
ton 	 -21.17000 	 -175.25000
too 	 20.65321 	 -97.74630
tol 	 41.91920 	 -124.09955
tom 	 1.39715 	 124.75394
tob 	 -24.40253 	 -60.44729
toc 	 20.54467 	 -97.68515
tof 	 -9.18300 	 142.80391
tog 	 -12.08164 	 34.06129
tod 	 8.20383 	 -9.23439
nbp 	 6.31319 	 8.48975
ted 	 5.16268 	 -7.66345
NOCODE_Jitotolteco 	  	 
tee 	 20.61888 	 -97.93472
tef 	 8.23716 	 93.12972
kev 	 8.44163 	 77.24650
teg 	 -1.61688 	 14.86636
tex 	 4.91107 	 32.63072
ktx 	 -9.47288 	 -66.33286
kty 	 3.47633 	 24.82023
ktz 	 -19.68800 	 20.76729
nbj 	 -15.46607 	 130.65096
ktt 	 -5.34647 	 140.60387
ktu 	 -2.29601 	 17.15479
ktv 	 15.85534 	 107.64367
ktw 	 39.70019 	 -123.43244
ktp 	 22.29959 	 101.74047
ktr 	 6.37700 	 116.94601
kts 	 -6.01385 	 140.81490
ktl 	 29.44100 	 53.00800
ktm 	 -2.01187 	 147.03608
ktn 	 -9.37937 	 -64.15219
kto 	 -3.06952 	 151.53735
kth 	 13.17480 	 20.63540
kti 	 -5.55319 	 140.83996
ktj 	 4.56109 	 -7.30644
ktk 	 -1.51777 	 145.08559
ktd 	 -31.20523 	 136.81262
kte 	 28.50918 	 84.77716
ktf 	 -1.53712 	 27.46332
ktg 	 -21.00000 	 139.50000
kta 	 14.89712 	 108.29295
ktb 	 7.37582 	 37.90877
ktc 	 9.33645 	 10.96711
raf 	 27.42650 	 87.28934
rag 	 0.09487 	 34.72895
rad 	 12.97900 	 108.40989
lbr 	 27.51015 	 87.21573
rab 	 27.33713 	 86.76116
rac 	 -2.37609 	 136.35237
lbw 	 -4.03577 	 121.88825
raa 	 26.98127 	 87.33279
lby 	 -14.55903 	 143.97745
rao 	 -4.85243 	 144.51119
ral 	 25.02012 	 94.73812
lbz 	 -16.56152 	 139.43430
rak 	 -2.14155 	 146.93409
rah 	 25.82476 	 91.16887
rai 	 -4.17306 	 152.45078
rav 	 27.29991 	 87.00191
raw 	 27.10268 	 97.07379
lbc 	 24.11692 	 110.10580
lbb 	 -4.46971 	 152.67791
lbe 	 42.13275 	 47.08090
ras 	 11.95226 	 31.11123
rap 	 -27.11299 	 -109.34249
nbb 	 6.08134 	 8.69131
lbi 	 7.85817 	 15.28952
lbk 	  	 
lbj 	 33.46800 	 80.60131
lbm 	 20.89542 	 84.94628
ter 	 -20.66136 	 -56.03292
rax 	 8.00100 	 10.58000
lbn 	 19.88287 	 100.26807
ypp 	 23.00000 	 103.40000
lbo 	 15.27261 	 106.32196
ypz 	 23.05000 	 103.40000
wng 	 -5.60094 	 140.19449
NOCODE_Alacalufe-Austral 	 -54.78802 	 -70.14038
ypb 	 23.59100 	 103.73300
ypa 	 23.35398 	 102.50496
tev 	 -4.74159 	 131.73700
NOCODE_Xinca-Sinacantan 	 14.12692 	 -90.35849
yph 	 22.95000 	 102.30000
tew 	 35.90532 	 -106.12405
ypn 	 23.59100 	 103.73300
ypo 	 23.58998 	 101.93310
ypm 	 23.10000 	 104.05000
bsx 	 9.44956 	 10.28814
bsy 	 5.30433 	 115.51229
xow 	 -4.63032 	 145.41193
bst 	 6.45774 	 36.57628
bsu 	 -2.22572 	 121.70659
bsw 	 6.44892 	 37.76811
bsp 	 10.47931 	 -14.47558
qyp 	  	 
bsr 	 10.33331 	 4.98331
bss 	 4.92430 	 9.65522
bsl 	 9.94207 	 6.58105
bsm 	 -1.73681 	 136.03229
bsn 	 0.02193 	 -70.80803
bsh 	 35.41447 	 70.98259
bsi 	 5.23655 	 9.52275
bsj 	 9.57157 	 11.20216
bsk 	 36.21610 	 74.82364
xor 	 -5.36550 	 -70.50942
bsf 	 10.20768 	 6.61686
bsg 	 32.00000 	 53.00000
bsa 	 -2.92281 	 138.89052
bsb 	 4.60791 	 114.51713
bsc 	 12.45291 	 -13.34951
mbb 	 7.66820 	 124.82468
xop 	 -3.98259 	 144.46567
llu 	 -8.51018 	 160.87163
stm 	 -5.31134 	 141.83348
pkr 	  	 
pkp 	 -10.67000 	 -165.58000
NOCODE_Rocorona 	 -12.68321 	 -63.99170
pkt 	 17.91352 	 105.52746
pku 	 -1.90630 	 115.08663
pkb 	 -2.31587 	 40.28966
NOCODE_Apolista 	 -14.83000 	 -68.66000
pkg 	 -2.05269 	 147.76651
pkh 	 22.67965 	 92.94610
pkn 	 -15.09085 	 142.73992
pko 	 1.57023 	 35.23183
oci 	 44.14155 	 6.82979
och 	  	 
hrx 	  	 
abq 	 41.12144 	 42.72732
hru 	 27.27000 	 92.63000
hrt 	 37.37301 	 42.51921
hrv 	 45.20060 	 16.82600
xod 	 -2.12872 	 132.44949
hrm 	 22.56383 	 101.95005
NOCODE_Tshobdun 	  	 
hro 	 13.22009 	 108.99547
ogc 	 5.25057 	 6.53895
hrk 	 -3.57029 	 128.47559
hre 	 14.63082 	 108.69418
udm 	 56.12921 	 52.63548
ocu 	 19.38715 	 -99.92388
abu 	 5.21534 	 -3.64123
bej 	 17.24356 	 36.66665
bek 	 -5.63282 	 150.32311
xon 	 9.82225 	 0.27830
xoo 	 -8.06666 	 -36.58332
ben 	 24.00000 	 90.00000
eme 	 3.23694 	 -52.36986
emg 	 27.51034 	 87.11336
ema 	 7.09089 	 5.84494
emb 	 1.31560 	 112.62997
emo 	 -24.92015 	 -57.88921
emn 	 6.22923 	 9.70562
emi 	 -1.44105 	 149.62397
emk 	 9.33048 	 -10.53940
gnc 	 28.00000 	 -15.50000
emu 	 20.14222 	 80.88926
beb 	 4.78874 	 12.82397
emw 	 -8.03209 	 129.72112
emp 	 7.12761 	 -77.57396
ems 	 60.42382 	 -148.04281
emy 	  	 
NOCODE_Winjarumi 	 -15.35518 	 124.53918
nuz 	 18.62392 	 -99.39922
nux 	 -3.70927 	 142.49818
nuy 	 -14.26229 	 135.75267
nuv 	 12.13097 	 -2.98206
nut 	 20.89650 	 104.28585
nuu 	 3.82245 	 18.71829
nur 	 -3.40038 	 154.73118
nus 	 8.13911 	 32.38286
nup 	 9.18404 	 5.40031
NOCODE_Passe 	 -1.41544 	 -67.41852
nun 	 27.28866 	 98.73327
nuo 	 17.72429 	 105.93241
nul 	 -3.67727 	 128.77620
num 	 -15.60144 	 -175.63991
nuj 	 0.88072 	 33.91812
nuk 	  	 
nuh 	 6.73205 	 11.11047
nui 	 1.72096 	 9.73613
nuf 	 26.72919 	 98.88008
nug 	 -14.91093 	 131.64050
nud 	 -4.26628 	 142.50024
nue 	 4.88628 	 20.42175
nuc 	 -7.33900 	 -73.50436
nua 	 -20.56641 	 164.51038
muu 	 0.46863 	 37.10079
mut 	 20.23840 	 80.70059
muv 	 10.35240 	 76.73276
muq 	 28.73185 	 109.75566
mup 	 23.48797 	 75.56195
mus 	 31.00000 	 -87.50000
mur 	 6.69756 	 33.98803
gna 	 10.16752 	 -3.70994
muy 	 10.86047 	 14.21246
mux 	 -5.86260 	 144.08649
muz 	 5.69801 	 36.09715
mug 	 10.84388 	 15.10650
bey 	 -3.67881 	 142.33994
mua 	 9.83195 	 14.47510
muc 	 6.53792 	 10.25562
mub 	 12.68932 	 19.59024
mum 	 -10.32822 	 150.33008
muo 	 7.27419 	 11.06149
mui 	 -2.93987 	 103.94461
muk 	 30.89832 	 79.46638
muj 	 11.69795 	 18.62822
zbe 	 3.96098 	 114.60617
yaq 	 29.94463 	 -110.68099
zbc 	 3.97194 	 114.56497
haj 	 25.51429 	 89.85938
zbw 	 3.98150 	 114.52796
hak 	 25.00000 	 116.00000
bes 	 9.59226 	 16.09382
dso 	 18.96500 	 82.64600
bep 	 -1.60095 	 120.37876
coq 	 44.51766 	 -119.60513
cop 	 29.47203 	 31.20530
cos 	 41.70002 	 9.25536
cor 	 50.52332 	 -4.18619
NOCODE_Warrnambool 	 -38.34500 	 142.46080
cot 	 -11.48125 	 -73.44506
cow 	 46.41666 	 -122.91665
cov 	 26.22358 	 109.54741
cox 	 -12.10185 	 -72.35066
ill 	 4.33620 	 118.22350
coz 	 17.66601 	 -97.23884
ilk 	 16.37846 	 121.54727
ili 	 44.00888 	 80.49571
coa 	 -10.33000 	 105.75000
coc 	 32.37597 	 -114.84778
cob 	 15.60783 	 -91.28688
coe 	 0.92316 	 -75.34745
cod 	 -4.50000 	 -74.00000
cog 	 12.52181 	 102.51372
haa 	 64.50020 	 -140.35170
coh 	 -3.79746 	 39.75531
cok 	 22.71018 	 -104.70003
coj 	 29.04001 	 -114.07703
com 	 34.57014 	 -98.42395
col 	 48.21697 	 -118.45361
coo 	 49.72325 	 -124.96678
con 	 0.27668 	 -77.06431
kwa 	 -0.11770 	 -67.29341
kwc 	 -0.48981 	 16.59670
kwb 	 9.42222 	 11.44388
kwe 	 -2.21370 	 138.48618
kwd 	 -8.93744 	 160.96526
kwg 	 9.03466 	 18.66068
kwf 	 -8.75779 	 160.80403
kwi 	 1.21653 	 -78.34014
had 	 -1.13531 	 134.03715
kwk 	 50.92694 	 -127.30783
kwj 	 -3.74263 	 142.71051
kwm 	 -18.03388 	 15.72942
kwl 	 8.79947 	 9.15279
kwo 	 -3.50718 	 141.48797
hae 	 8.67428 	 41.43953
NOCODE_Haraza 	 15.08300 	 30.41700
kws 	 -5.60445 	 18.57589
kwr 	 -5.02008 	 140.01201
kwu 	 4.34393 	 13.64458
kwt 	 -2.03622 	 138.85315
kww 	 5.13230 	 -56.12663
kwv 	 9.39388 	 19.25663
kwy 	 -5.33539 	 13.35865
kwx 	 23.70624 	 82.96154
kwz 	 -15.87448 	 12.11474
srq 	 -15.52979 	 -63.96880
hax 	 53.26164 	 -132.00834
hay 	 -1.70878 	 31.48460
haz 	 33.37080 	 64.51048
NOCODE_Curetu 	 -1.04598 	 -70.30586
xxr 	 -21.39067 	 -42.71597
xxt 	 -8.25000 	 118.00000
xxb 	 7.49673 	 0.36229
apd 	 17.80211 	 33.31793
bnb 	 5.32519 	 116.47389
xxk 	 -8.87040 	 121.25556
har 	 9.30485 	 42.13324
gnr 	 -25.38930 	 151.17468
gnq 	 5.57583 	 116.14474
aiy 	 4.60014 	 18.03518
gnw 	 -20.28192 	 -64.16621
gnt 	 -8.80806 	 141.25339
gnu 	 -3.59093 	 142.19590
gnz 	 6.54400 	 19.34700
hat 	 19.00000 	 -73.33000
aiw 	 5.95034 	 36.57211
aiq 	 35.28305 	 59.17558
aip 	 -5.12217 	 140.03004
ais 	 23.93858 	 121.59005
air 	 -1.85220 	 138.15778
gnb 	 24.51131 	 94.16811
NOCODE_Andro 	 24.75430 	 94.03380
aio 	 26.51452 	 92.31690
ain 	 47.23322 	 142.87401
aii 	 36.75000 	 43.00000
hav 	 -1.99975 	 28.86235
aik 	 8.59543 	 8.75768
gne 	 9.93195 	 9.09741
aie 	 -5.55778 	 148.68005
gnk 	 -21.85547 	 22.20026
aig 	 15.55314 	 -61.31560
haw 	 19.62965 	 -155.42995
aia 	 -10.24414 	 161.43153
gno 	 18.16323 	 81.38421
aic 	 -3.09214 	 141.14867
aib 	 39.27141 	 76.42088
NOCODE_Vili 	  	 
gni 	 -18.40733 	 126.35100
caa 	 14.81804 	 -89.23632
rnn 	 -2.43005 	 134.55627
lcq 	 -3.13187 	 127.96566
NOCODE_Yarli 	 -29.49050 	 140.95919
gnn 	 -12.25254 	 136.83042
NOCODE_Dyarim 	 10.03000 	 9.06500
nij 	 -1.58463 	 112.79357
nik 	 6.82744 	 93.80417
nih 	 -9.44720 	 32.90569
nii 	 -5.76300 	 144.51779
nin 	 8.95791 	 8.47328
nio 	 73.13537 	 86.21060
nil 	 -3.21229 	 128.96625
nim 	 -4.50002 	 34.30675
nib 	 -6.41424 	 146.78151
nia 	 0.90691 	 97.49614
nif 	 -6.37697 	 146.84135
nig 	 -14.42805 	 134.71647
nid 	 -12.84476 	 134.64913
nie 	 9.70362 	 17.81346
niz 	 -3.49733 	 142.25055
nix 	 1.04953 	 30.08722
niy 	 1.30455 	 30.22421
nir 	 -2.58030 	 140.17930
nis 	 -6.34065 	 146.67873
niq 	 0.79374 	 35.40848
niv 	 52.59001 	 140.68089
niw 	 -4.35820 	 141.57799
nit 	 19.69085 	 78.59361
niu 	 -19.05000 	 -170.12000
thz 	 16.92319 	 7.67430
thy 	 9.21338 	 11.17512
thv 	 22.59080 	 8.73169
thu 	 8.72567 	 26.48576
tht 	 58.44982 	 -130.05238
ths 	 28.70139 	 83.64661
thr 	 28.64833 	 80.44188
thq 	 26.72512 	 84.63006
thp 	 50.16675 	 -120.19267
thn 	  	 
thm 	 17.76548 	 104.22854
thl 	 27.88345 	 81.77608
thk 	 -0.13221 	 38.07303
gnl 	 -22.76366 	 149.41605
thi 	 20.04497 	 102.40670
epi 	 5.00894 	 6.31460
thf 	 28.75538 	 85.76568
the 	 27.58247 	 84.40825
thd 	 -14.81590 	 142.03413
thc 	 19.12821 	 104.22485
tha 	 14.19197 	 100.67139
lmu 	 -16.60985 	 168.17114
elk 	 -3.45544 	 142.09265
elh 	 11.94803 	 28.59013
eli 	 10.27415 	 30.73055
elo 	 2.79312 	 36.76187
ell 	 42.32239 	 24.86994
elm 	 4.72964 	 7.26700
ele 	 -3.75050 	 143.93014
elx 	 31.18333 	 48.23333
NOCODE_Miisiirii 	  	 
gan 	 27.98958 	 115.16585
elu 	 -1.99841 	 147.10086
yww 	 -26.73343 	 140.87095
lcs 	 -2.87434 	 128.26493
lcp 	 19.86781 	 99.20574
rnl 	 23.78928 	 92.32546
rng 	 -26.73295 	 32.61667
rnd 	 -8.86970 	 21.41641
lcf 	 0.63989 	 99.74549
lcd 	 -6.34188 	 134.87903
lce 	 -0.02586 	 103.54808
sok 	 11.46343 	 17.64235
lcc 	 -0.35920 	 130.74933
lcl 	 -3.27358 	 126.98137
rnp 	 30.52800 	 79.56700
rnw 	 -7.24959 	 31.76141
lch 	 -14.06480 	 22.24366
bpd 	 6.63889 	 22.75685
bpa 	 -16.26955 	 168.01304
qxc 	 -12.85000 	 -75.64900
ywu 	 27.57400 	 103.64600
qxa 	 -10.18311 	 -77.41515
png 	 10.08230 	 6.37450
ywr 	 -18.00405 	 122.69265
bpg 	 -2.28044 	 139.57596
tvd 	 10.84208 	 5.22095
bph 	 42.76580 	 46.19437
bpk 	 -21.62688 	 165.47270
bpj 	 -4.67791 	 22.79148
bpm 	 -5.79929 	 145.34793
qxo 	 -9.30995 	 -76.98537
qxl 	 -1.35447 	 -78.39531
bpn 	 24.97538 	 112.32587
bpq 	 -4.55565 	 129.90482
bpi 	 -5.07778 	 145.63220
bps 	 6.03691 	 125.35373
qxq 	 28.25931 	 52.83349
bpu 	 -5.50519 	 145.80561
qxw 	 -11.67473 	 -75.27860
ywa 	 -3.93985 	 142.21654
bpv 	 -7.35942 	 140.56756
bpy 	 24.45776 	 92.01566
wdj 	 -12.85959 	 130.73661
bpz 	 -10.65030 	 123.30668
qxh 	 -9.85887 	 -75.43820
hmu 	 -8.26749 	 124.52187
jrr 	 8.64125 	 10.58721
zca 	 16.56088 	 -96.73363
qxn 	 -8.97356 	 -77.41462
zch 	 23.68182 	 107.18368
gng 	 10.25232 	 0.70509
jyy 	 12.37070 	 17.94151
cnw 	 21.93031 	 93.58348
yka 	 5.50173 	 119.71464
cnu 	 36.59171 	 2.19899
ykg 	 65.38736 	 151.31794
cns 	 -5.80391 	 138.47107
qxs 	 31.53925 	 103.38351
ykk 	 -10.08519 	 149.98189
ica 	 8.46128 	 1.82137
yko 	 2.06043 	 10.67797
ykn 	 26.45000 	 103.33000
ykm 	 -3.28761 	 142.65902
ykl 	 23.10000 	 104.45000
cng 	 32.27662 	 103.19230
jye 	 15.00000 	 45.00000
cnb 	 20.07758 	 94.05059
NOCODE_Pauxiana 	 1.45169 	 -62.51862
yku 	 26.35000 	 103.33000
cna 	 34.06624 	 78.23889
icr 	 12.55352 	 -81.70425
cnl 	 17.58251 	 -96.00645
cnk 	 22.87125 	 92.98946
cnh 	 22.87349 	 92.82080
bpt 	 -14.12192 	 144.53070
plw 	 8.83891 	 117.87051
twb 	 12.82269 	 121.02597
plu 	 3.63993 	 -51.62465
plt 	 -19.59065 	 47.12111
pls 	 18.74000 	 -97.59358
plr 	 9.53815 	 -4.92710
plq 	  	 
plp 	 27.87406 	 83.39278
qxu 	 -15.18063 	 -72.63326
hsn 	 27.66847 	 111.47112
plz 	 5.02715 	 116.34635
ply 	 24.70131 	 104.95452
pyu 	 22.64302 	 120.99631
plg 	 -25.00585 	 -60.15372
hss 	 19.65110 	 56.15619
ple 	 -8.32877 	 121.71811
plc 	 8.77013 	 117.83815
plb 	 -15.46534 	 167.08963
pla 	 -4.42116 	 145.27607
ywn 	 -8.87563 	 -71.81991
plo 	 17.89374 	 -94.88634
pln 	 10.38807 	 -75.29491
NOCODE_Northern-Sunraysia 	 -34.69743 	 139.66987
