lang-id	latitude	longitude
yyu 	 -3.46630 	 141.97435
bjf 	 31.76957 	 35.15357
bje 	 25.53089 	 111.34420
NOCODE_Teushen 	 -43.18756 	 -70.18799
bjc 	 -9.23100 	 148.45354
bjb 	 -33.30362 	 136.07920
bja 	 2.19951 	 22.61069
yyr 	  	 
bjo 	 5.87893 	 22.46664
bjn 	 0.74711 	 115.78963
bjm 	 33.94978 	 42.98673
bjl 	 -5.06134 	 150.10143
bjk 	 -3.47672 	 152.19344
bjj 	 27.10740 	 79.28830
bji 	 4.44624 	 38.46462
yyz 	 25.00000 	 103.70000
bjw 	 5.23123 	 -6.51077
bjv 	 8.60006 	 17.26910
bju 	 6.68152 	 9.78433
bjt 	 12.53821 	 -15.66585
bjs 	 13.13648 	 -59.53465
bjr 	 -6.22068 	 146.10232
bjz 	 -9.40132 	 148.76141
bjy 	 -24.97935 	 151.69855
bjx 	 17.56429 	 121.04991
her 	 -21.02312 	 20.56554
NOCODE_Eviya 	  	 
hed 	 9.14343 	 14.92668
heg 	 -10.26465 	 123.37692
NOCODE_Yilan-Creole-Japanese 	  	 
heb 	 31.10565 	 35.01788
hem 	 -7.77459 	 27.59128
heh 	 -7.71572 	 35.72547
hei 	 51.70454 	 -127.22139
NOCODE_Anggamuthi 	  	 
wal 	 6.32668 	 37.75373
NOCODE_Sengmai 	 24.94563 	 93.88140
NOCODE_Molet 	  	 
kpm 	 11.64436 	 108.05721
sij 	 -7.52806 	 147.29775
uig 	 43.67000 	 79.75000
svb 	 -3.32876 	 142.84499
uis 	 -6.55533 	 155.70566
gmx 	 -9.23498 	 33.98255
uiv 	 6.50437 	 9.53302
NOCODE_Shanjo 	  	 
NOCODE_Siti 	 9.16670 	 -2.75000
goo 	 -16.58861 	 178.59889
wga 	 -20.32900 	 137.62348
cpn 	 6.05387 	 -0.10955
cpa 	 17.88397 	 -96.34073
cpb 	 -9.49424 	 -73.18357
cpc 	 -9.82364 	 -74.61947
cpg 	 38.73000 	 35.45000
cpx 	 25.37000 	 118.68000
ajp 	 31.56012 	 38.08372
agq 	 6.38956 	 10.08074
cps 	 11.41215 	 122.95359
cpu 	 -10.47249 	 -74.60281
etu 	 5.54442 	 8.90959
mnx 	 -1.49611 	 133.94970
mny 	 -16.49625 	 36.84587
mnz 	 -3.72962 	 136.88584
scn 	 37.57354 	 14.04144
sci 	 6.91603 	 79.86404
sch 	 25.99400 	 93.94900
sck 	 23.65853 	 84.81136
bvr 	 -12.30605 	 134.36499
sce 	 35.58083 	 103.55807
mnq 	 5.01108 	 102.04727
scg 	 -0.13152 	 110.40412
mns 	 64.41179 	 61.34397
mnt 	 -20.43524 	 140.48053
qvn 	 -11.21321 	 -75.81275
mnv 	 -11.62375 	 160.26505
mnw 	 15.49394 	 98.12247
mnh 	 4.57915 	 19.82638
mni 	 24.44086 	 93.34262
mnj 	 35.93207 	 70.94044
mnk 	 12.81652 	 -15.65395
mnl 	 -15.23343 	 166.84173
mnm 	 -9.77803 	 149.49456
mnn 	 12.06354 	 107.65424
scu 	 31.68622 	 78.38646
mna 	 -5.66965 	 148.04113
mnb 	 -5.40419 	 122.54076
scv 	 10.52559 	 8.63921
scq 	 10.87391 	 103.83516
mne 	 12.78685 	 18.07767
mnf 	 5.68073 	 9.91533
mng 	 12.39385 	 108.35351
zmj 	 -13.87537 	 129.84387
dsn 	 -2.73859 	 134.39057
zmh 	 -4.87995 	 151.70880
zmi 	 2.66503 	 102.29107
zmn 	 -2.28729 	 13.59564
zmo 	 10.79304 	 33.56769
zml 	 -13.94794 	 130.60030
zmm 	 -14.17881 	 130.56095
zmb 	 -4.01300 	 26.60830
zmc 	 -26.78902 	 144.89177
zma 	 -13.64805 	 129.88452
zmf 	 -4.26573 	 16.25588
zmg 	 -14.00579 	 129.83741
zmd 	 -14.05423 	 130.07894
zme 	 -12.23909 	 132.97306
zmz 	 3.98003 	 19.44546
zmx 	 1.70044 	 17.37329
zmy 	 -13.76865 	 129.87562
qve 	 -14.17541 	 -72.66860
zmr 	 -13.67535 	 130.11963
zms 	 1.62070 	 22.83887
zmp 	 -5.21134 	 19.42688
zmq 	 -1.57031 	 25.10405
zmv 	 -14.52902 	 143.78882
zmw 	 1.11602 	 28.01805
zmt 	 -14.38188 	 130.25018
zmu 	 -28.96178 	 146.54642
ium 	 20.83000 	 101.17000
smh 	 24.78593 	 99.92174
aja 	 8.58003 	 25.61221
NOCODE_Cariay 	 -0.25708 	 -65.10864
NOCODE_Sadu 	 24.30000 	 102.00000
wsa 	 -1.65941 	 137.56620
hya 	 10.48139 	 13.52598
pbv 	 24.82375 	 92.26279
pbp 	 12.64255 	 -13.47589
pbs 	 21.37622 	 -99.28979
pbr 	 -9.96782 	 34.80386
wsi 	 -15.27863 	 166.69600
NOCODE_Bih 	  	 
wsk 	 -4.57978 	 145.97883
pby 	 -4.45003 	 141.01776
pbe 	 18.14416 	 -97.58792
pbg 	 10.84271 	 -71.83993
wsr 	 -6.70452 	 145.81705
pbc 	 4.75826 	 -59.57716
pbb 	 2.61516 	 -76.31254
pbl 	 9.37299 	 11.13373
pbo 	 11.89770 	 -15.83879
ajg 	 7.06634 	 1.64992
pbi 	 11.02063 	 14.09644
pbh 	 6.95035 	 -65.84825
bvf 	 10.09041 	 17.56478
bve 	 1.66870 	 117.93413
bce 	 5.77049 	 10.33016
mpx 	 -10.68215 	 152.69631
lss 	 25.32934 	 66.91370
aba 	 5.59682 	 -4.38497
abb 	 4.37020 	 9.64030
abc 	 14.81558 	 120.28339
abd 	 14.15712 	 122.83497
abe 	 46.13812 	 -72.65106
abf 	 5.55394 	 118.30626
abg 	 -6.12028 	 145.66459
abh 	 37.21762 	 67.32671
abi 	 5.65656 	 -4.58421
abj 	 12.37822 	 92.78178
abk 	 42.23338 	 41.29627
abl 	 -4.43957 	 105.39652
abm 	 6.30619 	 8.63055
abn 	 4.83057 	 6.61492
abo 	 6.90621 	 10.87689
abp 	 15.41314 	 120.20036
xog 	 0.40456 	 33.39420
abr 	 7.72094 	 -2.50289
abs 	 -3.71342 	 128.18442
abt 	 -3.78010 	 143.05898
xoc 	  	 
abv 	 24.61975 	 53.83146
abw 	 -4.75600 	 145.24044
abx 	 12.42636 	 124.16645
aby 	 -9.75911 	 148.47891
abz 	 -8.31058 	 124.58793
xom 	 8.94161 	 34.09392
xok 	 -26.92172 	 -49.58861
xoi 	 -4.68537 	 144.78262
ggu 	 6.40859 	 -5.51851
ggt 	 -6.01510 	 147.48522
ggw 	 -8.08527 	 142.87410
byt 	 14.67000 	 25.83000
ggr 	 -13.73495 	 142.42646
gge 	 -12.66855 	 134.09501
ggd 	 -17.83724 	 141.16842
ggg 	 25.73700 	 68.56500
akv 	 42.40035 	 46.30369
gga 	 -8.35163 	 159.78866
ggb 	 5.87021 	 -8.93460
ggl 	 -5.57945 	 146.13050
ggo 	 20.10446 	 80.27811
ggn 	 28.43680 	 84.58145
ggk 	 -12.70000 	 130.88100
fwe 	 -17.72372 	 24.43151
fwa 	 -20.68733 	 164.90090
NOCODE_Amorite 	  	 
pyn 	 -7.46909 	 -73.07577
vic 	 18.04715 	 -63.07851
vif 	 -4.06716 	 11.38038
vig 	 10.84288 	 -3.84128
vid 	 -7.52674 	 36.93162
vie 	 18.38870 	 106.75683
vin 	 -4.99312 	 30.56989
vil 	 -27.40626 	 -58.96612
akt 	 -6.22711 	 150.18199
vis 	 10.17509 	 76.75928
viv 	 -9.34361 	 150.24037
NOCODE_Magiana 	  	 
vit 	 6.66524 	 11.10872
NOCODE_Morike 	 -5.63457 	 -73.12683
sbh 	 -1.98384 	 146.64176
eya 	 60.42320 	 -144.76186
twc 	 9.64189 	 8.35594
twa 	 47.74190 	 -121.76538
twf 	 36.42765 	 -105.60444
twg 	 -8.48063 	 124.27121
twd 	 52.29257 	 6.77085
twe 	 -8.37662 	 124.17361
twh 	 21.84898 	 103.57050
twn 	 6.36656 	 11.70017
two 	 -23.40552 	 27.42009
twl 	 -16.01674 	 31.62099
twr 	 27.03137 	 -107.57815
twp 	 -2.15569 	 147.08286
twq 	 16.78141 	 6.92037
tww 	 -4.80315 	 142.09522
twt 	 -2.00000 	 -49.50000
twu 	 -10.73264 	 123.16898
twx 	 -18.44585 	 33.82463
twy 	 -1.30017 	 115.20393
xuu 	 -16.59051 	 22.59984
prm 	 -7.45276 	 144.29554
lkt 	 46.36990 	 -103.95043
kld 	 -29.90374 	 149.54301
kle 	 27.16058 	 87.57169
dez 	 -3.26337 	 21.41943
klg 	 6.45338 	 125.42625
kla 	 42.58608 	 -121.70403
klb 	 30.54713 	 -115.12300
klc 	 8.26797 	 13.27068
kll 	 7.10698 	 125.60962
NOCODE_Gubeeher-Gufangor-Gubelor 	  	 
der 	 26.86152 	 93.70572
des 	 0.58157 	 -69.49554
klh 	 -5.98588 	 147.13733
kli 	 -2.33388 	 119.47352
dev 	 -5.81856 	 146.68152
klk 	 10.43598 	 8.32193
klt 	 -6.01770 	 146.96850
dei 	 -2.54564 	 136.69383
klv 	 -16.50734 	 167.81794
klw 	 -1.35748 	 120.06304
klp 	 -6.96411 	 146.20897
klq 	 -7.17149 	 144.17851
klr 	 27.39118 	 87.50534
ato 	 6.03539 	 9.72121
jdt 	 32.33000 	 34.75000
dec 	 10.58300 	 29.94036
klx 	 -9.42742 	 150.46185
kly 	 -7.31213 	 120.99456
klz 	 -8.17316 	 124.53869
deg 	 4.73373 	 6.80991
swh 	 -8.25605 	 37.62403
kcf 	 7.59722 	 6.03933
NOCODE_Jesuit-Maynas 	 -4.44459 	 -76.57768
ist 	 45.08800 	 13.64000
NOCODE_Bularnu 	 -21.02657 	 138.15667
ryn 	 28.20991 	 129.45346
cso 	 17.79855 	 -96.60795
csi 	 38.32850 	 -122.99431
csh 	 21.39298 	 93.50687
csk 	 12.50885 	 -16.55386
csa 	 18.06061 	 -96.21833
att 	 18.47381 	 121.29955
csb 	 54.29956 	 18.61634
xug 	 26.59110 	 128.06803
csy 	 23.81919 	 93.68843
csz 	 43.44131 	 -124.15962
cst 	 36.36400 	 -121.17700
csw 	 56.00000 	 -95.00000
ryu 	 26.14854 	 127.78160
rys 	 24.34006 	 123.80106
css 	 36.36400 	 -121.17700
ats 	 48.48341 	 -108.73841
bkd 	 8.15933 	 124.89245
bkf 	 3.18438 	 29.98416
bkg 	 4.42283 	 20.71609
ism 	 -2.00717 	 139.04018
bkb 	 17.03193 	 121.11048
bkc 	 2.16012 	 13.78039
bkl 	 -2.26904 	 138.86590
bkm 	 6.25960 	 10.33480
bkn 	 2.34947 	 114.89469
bko 	 4.88273 	 10.34530
bkh 	 3.56518 	 9.99905
bki 	 -16.70956 	 168.16506
bkj 	 3.57935 	 16.22754
bkk 	 34.53077 	 76.60261
bkt 	 0.83463 	 18.45554
bku 	 12.63958 	 121.20976
bkv 	 6.73737 	 8.86489
bkw 	 1.71801 	 14.65270
bkp 	 1.51612 	 18.88064
bkq 	 -14.26284 	 -54.70340
bkr 	 -1.98842 	 114.76971
bks 	 12.84378 	 124.00160
kcj 	 13.52695 	 -14.45269
bkx 	 -9.32991 	 124.25622
bky 	 6.10475 	 9.05875
bkz 	 -3.22197 	 122.21197
NOCODE_Castelmezzano 	  	 
kdu 	 12.15545 	 30.27090
atx 	 4.20057 	 -63.12023
aty 	 -20.18636 	 169.82523
kfv 	 26.91750 	 87.32050
itl 	 56.77984 	 156.90623
itm 	 5.52679 	 7.80378
itk 	 43.12845 	 11.47233
iti 	 17.61752 	 120.65389
ite 	 -12.29945 	 -64.98409
itb 	 17.59722 	 120.87563
ita 	 43.04641 	 12.64893
NOCODE_Eudeve 	 28.50000 	 -110.00000
itx 	 -2.18342 	 139.34115
ity 	 17.42321 	 120.70173
itv 	 17.73286 	 121.57960
itw 	 5.14438 	 8.04626
itt 	 17.24531 	 120.71816
itr 	 -4.11998 	 141.58528
its 	 5.81898 	 5.58620
kfs 	 31.38420 	 76.67385
wrg 	 -18.24957 	 144.37004
wrb 	 -22.29092 	 138.73801
wra 	 -3.07263 	 142.01231
wrn 	 10.59398 	 31.15736
wro 	  	 
wrl 	 -18.94897 	 133.86247
wrm 	 -20.64791 	 134.37481
pcw 	 9.09539 	 9.43733
wrh 	 -34.07423 	 145.99414
wri 	 -24.35300 	 116.92700
pcj 	 19.07501 	 83.97234
wrw 	 -12.71300 	 142.56900
wru 	 -3.41200 	 122.05801
pcn 	 10.13609 	 8.47037
wrs 	 -3.13900 	 140.93095
wrp 	 -2.31142 	 136.63287
pcm 	 9.65873 	 4.21068
pcb 	 13.59300 	 105.02774
pcc 	 24.84839 	 106.18729
pca 	 18.38647 	 -97.85991
pcf 	 10.08696 	 77.18630
pcg 	 11.73182 	 76.07794
wrx 	 -8.74889 	 120.79339
pce 	 21.61765 	 98.09148
evh 	 5.44263 	 5.77303
oks 	 7.53908 	 6.15725
okr 	 4.41126 	 6.98938
oku 	 6.23712 	 10.50955
uha 	 7.38143 	 5.68537
uhn 	 -4.17345 	 137.49561
okx 	 7.29515 	 6.24719
pag 	 15.93774 	 120.36519
oka 	 49.27453 	 -119.29411
okb 	 5.02037 	 8.08696
oke 	 7.22407 	 5.94885
okd 	 5.29237 	 6.44113
pai 	 9.27191 	 9.56437
oki 	 -2.78048 	 36.59766
okh 	 37.79400 	 44.89500
okk 	 -3.44911 	 141.88865
okj 	 13.04720 	 92.87525
okn 	 27.37384 	 128.61870
evn 	 53.85003 	 108.62552
jjm 	  	 
NOCODE_Peba 	 -3.50000 	 -72.00000
bxp 	 4.86672 	 13.38484
NOCODE_Marawan 	 3.90000 	 -51.80000
trb 	 -3.68721 	 143.83467
giz 	 10.28092 	 14.19310
bxu 	 48.75926 	 117.78630
gft 	 11.57637 	 39.56049
trd 	 22.01224 	 84.47124
gfk 	 -3.74711 	 152.49294
eto 	 4.21045 	 11.39348
akf 	 7.32586 	 8.01629
sbr 	 4.22103 	 116.79883
sbs 	 -17.56959 	 24.88668
sbp 	 -6.30000 	 39.35000
sbq 	 -4.98243 	 145.22499
mmy 	 12.23667 	 18.96140
mmx 	 -3.34342 	 151.96672
sbt 	 -4.27420 	 140.88383
mmz 	 2.11942 	 20.87586
mmu 	 4.52188 	 11.05987
mmt 	 -5.77495 	 146.64168
mmw 	 -17.05196 	 168.39906
mmv 	 0.58896 	 -69.74316
mmq 	 -5.37407 	 145.19695
mmp 	 -4.05312 	 141.41970
mmr 	 28.33000 	 109.67000
sbb 	 -8.26947 	 156.54142
mml 	 22.07427 	 100.84153
mmo 	 -6.99891 	 146.68468
NOCODE_Tunumiisiut 	  	 
sbf 	 7.64407 	 35.22304
mmh 	 -12.53639 	 -53.52095
mmk 	 17.44672 	 81.56633
mmj 	 22.87916 	 83.61376
mme 	 -15.99143 	 167.28753
sbk 	 -8.54936 	 33.47662
mmg 	 -16.17409 	 168.13987
mmf 	 9.15151 	 8.76875
mma 	 8.80620 	 8.78601
sbo 	 5.34694 	 101.06484
sbl 	 15.23154 	 120.16443
sbm 	 -6.98537 	 36.91533
NOCODE_Syriem 	 24.94373 	 92.90291
NOCODE_Nigilu 	  	 
NOCODE_Otomaco 	 7.86991 	 -70.99732
cfm 	 23.78928 	 92.32546
tou 	 19.35630 	 105.36278
koi 	 59.66024 	 54.79589
koh 	 -0.69688 	 15.75083
kol 	 -5.21042 	 151.58274
koo 	 0.32395 	 29.86962
jeu 	 11.50342 	 19.09535
koa 	 -4.16184 	 152.87049
koc 	 7.70605 	 10.11290
koe 	 6.16512 	 34.94355
kod 	 -9.63730 	 119.11429
kog 	 10.94849 	 -73.80426
kof 	 10.62742 	 10.27461
koy 	 65.60927 	 -154.22852
koz 	 -4.59980 	 145.51352
jeg 	 15.03918 	 107.14659
jee 	 27.17411 	 86.25468
koq 	 0.07752 	 14.37955
kop 	 -5.53799 	 145.62866
kos 	 5.50000 	 163.00000
kor 	 37.50000 	 128.00000
kou 	 10.68288 	 18.41213
kot 	 11.55922 	 14.98836
kow 	 8.91972 	 12.12947
kov 	 11.08192 	 9.07725
NOCODE_Southern-Khanty 	  	 
qlm 	  	 
aae 	 38.91104 	 16.71645
aad 	 -4.04517 	 141.99520
aag 	 -3.51156 	 142.46152
aaf 	 11.35252 	 75.79538
aaa 	 7.11551 	 5.95663
aac 	 -7.95526 	 142.40045
aab 	 9.01513 	 8.55956
aal 	 12.05513 	 14.63426
aao 	 20.88840 	 4.80626
aan 	 -2.71119 	 -49.30296
aai 	 -9.15565 	 149.24638
aah 	  	 
aak 	 -7.19444 	 145.75421
aau 	 -3.97222 	 141.32359
aat 	 38.28299 	 23.37034
aaw 	 -5.86129 	 148.82509
aaq 	 45.01121 	 -68.66167
aap 	 -3.71263 	 -53.06572
aas 	 -4.00679 	 36.86477
aar 	 12.22811 	 41.80829
aax 	 -5.69357 	 140.62376
aaz 	 -10.21751 	 123.96373
bhi 	 22.58346 	 74.59014
bhh 	 41.00000 	 64.00000
bhk 	 13.19891 	 123.48979
bhj 	 27.33227 	 86.39487
bhm 	 17.44850 	 53.11900
bhl 	 -5.38732 	 142.04036
bho 	 26.45845 	 84.81712
bhn 	 43.64050 	 44.48200
bha 	 22.34293 	 83.10707
bhc 	 -1.99574 	 130.27208
bhb 	 20.84998 	 73.95923
bhe 	 25.48200 	 69.31000
bhd 	 33.28509 	 75.87067
bhg 	 -8.37433 	 147.88438
bhf 	 -3.82276 	 141.33615
bhy 	 0.24553 	 28.66809
NOCODE_Kpeego 	 10.76000 	 -5.67000
bhz 	 -1.80249 	 120.31922
bhq 	 -5.74780 	 123.94804
bhp 	 -8.57376 	 118.44507
bhs 	 10.61513 	 13.88377
bhr 	 -23.97158 	 45.59374
bhu 	 21.27608 	 83.16136
bht 	 32.40218 	 76.03107
bhw 	 -0.95230 	 135.87917
bhv 	 0.30801 	 115.33208
NOCODE_Tangam 	 28.95000 	 94.98000
NOCODE_Maragua 	 -3.00000 	 -67.51282
hgw 	 -10.27409 	 150.25556
hgm 	 -19.76371 	 17.02985
gia 	 -17.57584 	 127.39201
vnm 	 -16.22534 	 167.42689
vnk 	 -10.68653 	 165.92732
NOCODE_Mwesa 	  	 
NOCODE_Dagang-Biao 	 23.88774 	 112.04558
vnp 	 -14.84766 	 166.69119
tpg 	 -8.23840 	 125.00419
tpf 	 -2.38121 	 139.97465
tpe 	 23.58637 	 92.07473
tpc 	 16.75845 	 -98.52413
tpa 	 -10.22750 	 150.37277
tpn 	 -8.16666 	 -63.24999
tpm 	 9.75577 	 -1.35467
bdb 	 1.41405 	 117.94191
tpj 	 -21.41689 	 -62.68397
tpi 	 -9.41971 	 147.30310
NOCODE_Nati 	  	 
tpv 	 15.23702 	 145.75662
tpu 	 13.56447 	 107.24544
tpt 	 20.70402 	 -98.19468
tpr 	 -11.88837 	 -62.25440
tpq 	 31.49250 	 78.16268
tpp 	 20.70392 	 -98.03053
scs 	 63.26714 	 -123.64125
NOCODE_Kathlamet 	  	 
tpz 	 -5.58358 	 154.97241
tpy 	 -11.81195 	 -53.57170
tpx 	 17.10338 	 -99.06022
ojv 	 -5.49029 	 159.70074
ojw 	 50.56641 	 -102.52456
bdn 	 10.90776 	 14.46735
ugo 	 14.24081 	 100.09778
ojs 	 53.90920 	 -89.93311
ojp 	  	 
NOCODE_Colac 	 -38.47127 	 143.42244
uga 	  	 
uge 	 -8.45725 	 157.34070
ojg 	 45.01124 	 -79.75029
ojb 	 51.61918 	 -87.78617
ojc 	 46.57411 	 -84.15429
bdj 	 7.57221 	 26.48246
NOCODE_Butam 	 -4.47170 	 152.24567
bdw 	 -3.10628 	 132.63746
ych 	 24.05000 	 101.98000
bdp 	 -6.22082 	 30.59255
bdr 	 6.00631 	 116.12438
tjn 	 8.35700 	 -4.40666
crr 	 35.97900 	 -77.29100
crs 	 -4.62314 	 55.45030
crq 	 -22.20671 	 -62.65077
crv 	 8.45745 	 93.03307
crw 	 10.80208 	 107.29291
crt 	 -22.18960 	 -63.23831
crz 	 34.04651 	 -119.86404
crx 	 54.37681 	 -124.32759
cry 	 9.37832 	 7.95163
crb 	 14.29059 	 -61.23951
crc 	 -16.22860 	 168.01560
cra 	 6.63946 	 36.41918
crf 	 5.62400 	 -75.87700
crd 	 47.29583 	 -116.71512
crj 	 51.40781 	 -78.69712
crk 	 51.24368 	 -110.46340
crh 	 43.83979 	 28.14182
cri 	 0.28332 	 6.61935
crn 	 22.40993 	 -104.46744
cro 	 45.36800 	 -107.87403
crl 	 55.19282 	 -77.75050
crm 	 51.06859 	 -80.69116
sew 	 -10.02772 	 150.95608
sev 	 9.66934 	 -5.11685
seu 	 -1.87766 	 136.25218
set 	 -2.60130 	 140.51249
ses 	 16.96338 	 -0.55187
ser 	 33.94787 	 -116.77196
seq 	 10.49874 	 -5.28216
sep 	 11.17891 	 -5.28932
NOCODE_Menien 	 -15.84362 	 -38.86332
NOCODE_Chalon 	  	 
sey 	 -0.45979 	 -75.55473
seg 	 -5.00659 	 39.12249
sef 	 9.50768 	 -6.15264
see 	 42.61280 	 -79.34034
sed 	 14.77933 	 108.02703
sec 	 49.47575 	 -123.76474
sea 	 4.13257 	 101.47651
seo 	 -4.95072 	 141.97768
sen 	 11.75478 	 -4.92148
sel 	 59.94093 	 82.30036
sek 	 57.44212 	 -125.66411
sej 	 -6.38590 	 147.80729
sei 	 28.98767 	 -112.38366
seh 	 -19.79329 	 34.98294
zko 	 55.00000 	 94.00000
zkk 	 28.90817 	 -96.48560
leg 	 -22.65586 	 -58.90528
zka 	 -5.65447 	 122.53776
zkb 	  	 
NOCODE_Charrua 	 -34.90000 	 -56.16000
zkt 	 44.37727 	 115.98632
zku 	 -34.34966 	 138.48008
gdo 	 42.74276 	 46.22524
zkp 	 -23.57076 	 -46.76093
NOCODE_Adhari 	  	 
zkr 	 28.12900 	 97.02200
ikr 	  	 
ikp 	 7.04475 	 6.17647
ikw 	 5.04333 	 6.86651
ikv 	 10.27852 	 7.84105
ikt 	 64.34861 	 -96.14797
ikz 	 -1.99150 	 34.35893
ikx 	 3.61407 	 34.25066
swt 	 -8.29105 	 125.07769
ike 	 62.17345 	 -75.61387
ikk 	 6.36423 	 6.31058
iki 	 4.56197 	 7.98660
iko 	 5.97709 	 8.56546
ikl 	 10.13393 	 7.86684
pdu 	 19.51829 	 97.41385
pdt 	 12.04661 	 -81.35247
pdo 	 -2.60642 	 121.23639
pdn 	 -2.20572 	 139.45585
pdi 	 26.31123 	 103.48591
pdc 	 47.33412 	 -87.80644
pda 	 -4.68869 	 145.05134
lbq 	 -6.67364 	 146.66168
ley 	 -2.63313 	 120.27028
lbu 	 -6.75000 	 146.90280
lbt 	 22.85489 	 104.77576
kba 	 -31.71542 	 118.91114
xay 	 0.91787 	 114.45183
xap 	  	 
xar 	 -7.13333 	 143.11666
xas 	 52.12934 	 89.88800
xat 	 -7.25015 	 -64.83193
xau 	 -2.22799 	 138.15745
xav 	 -14.30173 	 -52.43669
xaw 	 36.05383 	 -118.67889
ran 	 -7.50746 	 138.48381
xal 	 46.75922 	 45.42443
xam 	 -31.76115 	 20.17325
xan 	 12.44788 	 38.83518
lbx 	 -1.80261 	 115.87601
xaa 	  	 
xab 	 9.16067 	 8.50563
xac 	 26.68820 	 92.31700
xad 	 31.63140 	 -92.00592
xag 	  	 
nri 	 25.56361 	 94.28868
wgi 	 -6.11629 	 144.66454
gaz 	 8.81391 	 36.73647
gay 	 4.37330 	 97.34556
gax 	 1.05676 	 37.88195
gaw 	 -5.06952 	 145.71224
nrb 	 15.32507 	 37.49899
gau 	 18.27600 	 83.37800
gat 	 -6.74765 	 145.88060
nrg 	 -15.52585 	 167.04703
gar 	 -9.54137 	 150.83581
gaq 	 18.60760 	 82.98397
gap 	 -5.16351 	 145.62324
NOCODE_Batanta 	 -0.86239 	 130.64600
nrz 	 -8.93195 	 146.74900
gam 	 -5.73674 	 144.96617
gal 	 -8.61074 	 125.95904
gak 	 1.34308 	 127.50574
gaj 	 -6.31631 	 145.99716
gai 	 -4.08697 	 144.71548
gah 	 -6.03901 	 145.38723
gag 	 44.59876 	 28.02769
gaf 	 -5.67528 	 145.17732
gae 	 1.80835 	 -66.92251
gad 	 16.54683 	 121.17735
gab 	 9.33955 	 16.62304
gaa 	 5.65488 	 -0.18598
nrt 	  	 
mlb 	 4.50635 	 10.99244
mlc 	 23.25410 	 105.52112
fut 	 -19.53033 	 170.21518
mla 	 -15.68351 	 167.16031
fur 	 46.14732 	 13.04927
mle 	 -4.19082 	 142.86216
NOCODE_Kaishana 	 -1.65651 	 -67.41943
mlk 	 -0.66322 	 39.79304
mlh 	 -6.59318 	 147.68160
mli 	 -3.69960 	 119.75974
mln 	 -9.61383 	 160.11784
mlo 	 12.83179 	 -16.53832
mll 	 -15.98133 	 167.20834
mlm 	 24.81515 	 108.92802
fuf 	 12.18261 	 -12.73380
mls 	 13.27330 	 22.17522
mlp 	 -4.87230 	 145.75577
mlq 	 13.56771 	 -12.80088
fub 	 8.89601 	 15.83844
fuc 	 13.86935 	 -13.44821
mlt 	 35.88840 	 14.45082
mlu 	 -8.39233 	 160.61905
fun 	 -9.02591 	 -37.14017
rar 	 -20.00000 	 -158.00000
mlx 	 -16.54985 	 167.50896
fum 	 6.66524 	 11.10872
fuj 	 10.73208 	 31.53992
fuh 	 14.24710 	 -0.52004
fui 	 8.81656 	 18.34672
NOCODE_Xinca-Guazacapan 	 14.06998 	 -90.41665
NOCODE_Coeruna 	 5.50000 	 -74.00000
vot 	 59.38017 	 28.62350
amj 	 14.75283 	 20.89123
vor 	 9.78323 	 12.07192
psn 	 -2.24049 	 119.64982
ewo 	 11.93646 	 4.21141
NOCODE_Korapun-Bromley 	  	 
tql 	 -13.50430 	 167.33244
tqm 	 -7.93238 	 142.56760
tqn 	 44.79848 	 -121.43977
tqo 	 -8.07231 	 146.20608
NOCODE_Goo 	  	 
ewe 	 6.46061 	 0.81498
tqt 	 20.45744 	 -97.94857
tqu 	 -8.58405 	 157.29578
tqw 	 30.25000 	 -96.75000
tqp 	 -5.30721 	 151.82777
tqq 	 1.06167 	 43.68471
tqr 	 11.12536 	 30.34102
ray 	 -27.63043 	 -144.33752
NOCODE_Cuitlatec 	 18.10000 	 -100.50000
NOCODE_Mpra 	 8.86700 	 -1.25000
dgb 	 14.43000 	 -3.49000
dgc 	 16.21760 	 121.87821
lxu 	 25.34403 	 99.11224
dga 	 10.42260 	 -2.52265
dgg 	 -9.63698 	 149.84148
dgd 	 11.68387 	 -2.48569
dge 	 -5.70892 	 146.57176
syk 	 10.89330 	 13.64369
dgk 	 8.84278 	 18.48467
syi 	 1.52302 	 9.79206
dgi 	 11.04408 	 -3.01240
dgn 	 -15.76400 	 132.37900
dgo 	 32.55342 	 75.71109
sym 	 13.18114 	 -2.72732
syl 	 24.83724 	 92.25347
dgr 	 62.38234 	 -114.19257
dgs 	 10.04888 	 -4.35805
syw 	 27.44921 	 86.16753
dgz 	 -9.97470 	 149.26296
dgx 	 -9.13688 	 148.76599
pse 	 -3.79673 	 103.13721
knn 	 19.24143 	 73.91659
kno 	 8.67039 	 -10.92143
jbu 	 7.20236 	 10.25760
jbt 	 -12.03802 	 -64.66937
knj 	 15.59320 	 -91.84212
knk 	 9.49325 	 -10.61219
kni 	 9.52500 	 8.27644
knf 	 12.26151 	 -15.74389
kng 	 -5.57722 	 14.47706
knd 	 -1.82635 	 132.05952
kne 	 16.85480 	 120.68924
knb 	 17.38790 	 121.03650
knc 	 11.88627 	 16.39184
kna 	 10.07198 	 12.02564
kbx 	 -4.35147 	 144.08524
psy 	 39.07300 	 -76.80300
knz 	 13.61057 	 -3.10033
knx 	 1.47957 	 109.46741
NOCODE_Older-Runic 	  	 
knv 	 -8.09387 	 143.30513
knw 	 -21.92000 	 18.00000
